N,Diff,prevalence,p_error
301,1,0.0001,0.029652966623530563
301,1,0.0005,0.13975464812622196
301,1,0.001,0.26003367487605666
301,1,0.005,0.7788192611584565
301,1,0.01,0.951449514869427
301,1,0.05,0.999999802846182
302,1,0.0001,0.029750001326868114
302,1,0.0005,0.14018477080215885
302,1,0.001,0.26077364120118063
302,1,0.005,0.7799251648526642
302,1,0.01,0.9519350197207327
302,1,0.05,0.9999998127038728
303,1,0.0001,0.029847026326735526
303,1,0.0005,0.1406146784167578
303,1,0.001,0.2615128675599794
303,1,0.005,0.7810255390284009
303,1,0.01,0.9524156695235254
303,1,0.05,0.9999998220686792
304,1,0.0001,0.029944041624102802
304,1,0.0005,0.1410443710775494
304,1,0.001,0.26225135469241945
304,1,0.005,0.7821204113332589
304,1,0.01,0.9528915128282901
304,1,0.05,0.9999998309652453
305,1,0.0001,0.030041047219940387
305,1,0.0005,0.14147384889201065
305,1,0.001,0.26298910333772696
305,1,0.005,0.7832098092765926
305,1,0.01,0.9533625977000072
305,1,0.05,0.999999839416983
306,1,0.0001,0.030138043115218394
306,1,0.0005,0.14190311196756467
306,1,0.001,0.2637261142343893
306,1,0.005,0.7842937602302096
306,1,0.01,0.9538289717230072
306,1,0.05,0.9999998474461338
307,1,0.0001,0.030235029310906825
307,1,0.0005,0.1423321604115808
307,1,0.001,0.2644623881201549
307,1,0.005,0.7853722914290586
307,1,0.01,0.954290682005777
307,1,0.05,0.9999998550738272
308,1,0.0001,0.030332005807975793
308,1,0.0005,0.142760994331375
308,1,0.001,0.2651979257320347
308,1,0.005,0.7864454299719132
308,1,0.01,0.9547477751857193
308,1,0.05,0.9999998623201358
309,1,0.0001,0.030428972607394966
309,1,0.0005,0.14318961383420936
309,1,0.001,0.2659327278063027
309,1,0.005,0.7875132028220537
309,1,0.01,0.9552002974338621
309,1,0.05,0.999999869204129
310,1,0.0001,0.030525929710134236
310,1,0.0005,0.1436180190272922
310,1,0.001,0.26666679507849633
310,1,0.005,0.7885756368079434
310,1,0.01,0.9556482944595235
310,1,0.05,0.9999998757439226
311,1,0.0001,0.030622877117163272
311,1,0.0005,0.14404621001777862
311,1,0.001,0.26740012828341786
311,1,0.005,0.7896327586239037
311,1,0.01,0.9560918115149283
311,1,0.05,0.9999998819567264
312,1,0.0001,0.03071981482945152
312,1,0.0005,0.1444741869127697
312,1,0.001,0.26813272815513445
312,1,0.005,0.7906845948307842
312,1,0.01,0.956530893399779
312,1,0.05,0.9999998878588902
313,1,0.0001,0.030816742847968537
313,1,0.0005,0.14490194981931337
313,1,0.001,0.2688645954269794
313,1,0.005,0.7917311718566302
313,1,0.01,0.9569655844657812
313,1,0.05,0.9999998934659456
314,1,0.0001,0.03091366117368377
314,1,0.0005,0.14532949884440372
314,1,0.001,0.2695957308315523
314,1,0.005,0.7927725159973471
314,1,0.01,0.9573959286211233
314,1,0.05,0.9999998987926483
315,1,0.0001,0.031010569807566446
315,1,0.0005,0.14575683409498152
315,1,0.001,0.2703261351007208
315,1,0.005,0.7938086534173604
315,1,0.01,0.9578219693349121
315,1,0.05,0.999999903853016
316,1,0.0001,0.031107468750585676
316,1,0.0005,0.14618395567793396
316,1,0.001,0.2710558089656201
316,1,0.005,0.7948396101502736
316,1,0.01,0.958243749641563
316,1,0.05,0.9999999086603651
317,1,0.0001,0.031204358003710575
317,1,0.0005,0.14661086370009502
317,1,0.001,0.2717847531566544
317,1,0.005,0.7958654120995222
317,1,0.01,0.9586613121451474
317,1,0.05,0.9999999132273468
318,1,0.0001,0.031301237567910256
318,1,0.0005,0.14703755826824494
318,1,0.001,0.2725129684034978
318,1,0.005,0.7968860850390246
318,1,0.01,0.9590746990236959
318,1,0.05,0.9999999175659795
319,1,0.0001,0.03139810744415339
319,1,0.0005,0.1474640394891109
319,1,0.001,0.27324045543509434
319,1,0.005,0.7979016546138294
319,1,0.01,0.9594839520334589
319,1,0.05,0.9999999216876805
320,1,0.0001,0.03149496763340898
320,1,0.0005,0.14789030746936627
320,1,0.001,0.27396721497965926
320,1,0.005,0.7989121463407604
320,1,0.01,0.9598891125131244
320,1,0.05,0.9999999256032965
321,1,0.0001,0.03159181813664569
321,1,0.0005,0.1483163623156316
321,1,0.001,0.2746932477646795
321,1,0.005,0.7999175856090566
321,1,0.01,0.9602902213879931
321,1,0.05,0.9999999293231316
322,1,0.0001,0.03168865895483197
322,1,0.0005,0.1487422041344738
322,1,0.001,0.2754185545169149
322,1,0.005,0.8009179976810112
322,1,0.01,0.9606873191741132
322,1,0.05,0.9999999328569751
323,1,0.0001,0.0317854900889365
323,1,0.0005,0.14916783303240655
323,1,0.001,0.2761431359623979
323,1,0.005,0.8019134076926062
323,1,0.01,0.9610804459823721
323,1,0.05,0.9999999362141263
324,1,0.0001,0.0318823115399276
324,1,0.0005,0.14959324911589034
324,1,0.001,0.27686699282643557
324,1,0.005,0.8029038406541432
324,1,0.01,0.9614696415225483
324,1,0.05,0.99999993940342
325,1,0.0001,0.031979123308773616
325,1,0.0005,0.1500184524913324
325,1,0.001,0.2775901258336091
325,1,0.005,0.8038893214508724
325,1,0.01,0.9618549451073228
325,1,0.05,0.9999999424332491
326,1,0.0001,0.03207592539644277
326,1,0.0005,0.15044344326508674
326,1,0.001,0.2783125357077755
326,1,0.005,0.804869874843618
326,1,0.01,0.9622363956562496
326,1,0.05,0.9999999453115865
327,1,0.0001,0.03217271780390307
327,1,0.0005,0.15086822154345425
327,1,0.001,0.2790342231720677
327,1,0.005,0.8058455254694
327,1,0.01,0.9626140316996872
327,1,0.05,0.9999999480460072
328,1,0.0001,0.03226950053212274
328,1,0.0005,0.15129278743268249
328,1,0.001,0.2797551889488957
328,1,0.005,0.806816297842053
328,1,0.01,0.9629878913826903
328,1,0.05,0.9999999506437068
329,1,0.0001,0.03236627358206956
329,1,0.0005,0.15171714103896616
329,1,0.001,0.28047543375994677
329,1,0.005,0.8077822163528428
329,1,0.01,0.9633580124688633
329,1,0.05,0.9999999531115216
330,1,0.0001,0.03246303695471131
330,1,0.0005,0.1521412824684466
330,1,0.001,0.2811949583261868
330,1,0.005,0.8087433052710785
330,1,0.01,0.9637244323441747
330,1,0.05,0.9999999554559454
331,1,0.0001,0.032559790651015885
331,1,0.0005,0.1525652118272124
331,1,0.001,0.28191376336786067
331,1,0.005,0.8096995887447231
331,1,0.01,0.964087188020733
331,1,0.05,0.9999999576831482
332,1,0.0001,0.03265653467195073
332,1,0.0005,0.1529889292212988
332,1,0.001,0.28263184960449284
332,1,0.005,0.8106510908009995
332,1,0.01,0.9644463161405257
332,1,0.05,0.9999999597989908
333,1,0.0001,0.03275326901848352
333,1,0.0005,0.1534124347566882
333,1,0.001,0.2833492177548883
333,1,0.005,0.8115978353469945
333,1,0.01,0.9648018529791204
333,1,0.05,0.9999999618090413
334,1,0.0001,0.0328499936915817
334,1,0.0005,0.15383572853930982
334,1,0.001,0.28406586853713345
334,1,0.005,0.8125398461702595
334,1,0.01,0.9651538344493292
334,1,0.05,0.9999999637185891
335,1,0.0001,0.0329467086922125
335,1,0.0005,0.15425881067504021
335,1,0.001,0.2847818026685963
335,1,0.005,0.8134771469394082
335,1,0.01,0.9655022961048358
335,1,0.05,0.9999999655326597
336,1,0.0001,0.033043414021343365
336,1,0.0005,0.1546816812697026
336,1,0.001,0.28549702086592765
336,1,0.005,0.8144097612047112
336,1,0.01,0.9658472731437875
336,1,0.05,0.9999999672560267
337,1,0.0001,0.03314010967994119
337,1,0.0005,0.15510434042906784
337,1,0.001,0.28621152384506177
337,1,0.005,0.8153377123986876
337,1,0.01,0.9661888004123497
337,1,0.05,0.9999999688932254
338,1,0.0001,0.033236795668973196
338,1,0.0005,0.15552678825885324
338,1,0.001,0.28692531232121676
338,1,0.005,0.8162610238366942
338,1,0.01,0.9665269124082262
338,1,0.05,0.9999999704485641
339,1,0.0001,0.03333347198940628
339,1,0.0005,0.15594902486472384
339,1,0.001,0.28763838700889544
339,1,0.005,0.8171797187175107
339,1,0.01,0.9668616432841439
339,1,0.05,0.9999999719261359
340,1,0.0001,0.03343013864220734
340,1,0.0005,0.15637105035229149
340,1,0.001,0.2883507486218866
340,1,0.005,0.8180938201239232
340,1,0.01,0.9671930268513025
340,1,0.05,0.9999999733298292
341,1,0.0001,0.03352679562834315
341,1,0.0005,0.1567928648271153
341,1,0.001,0.2890623978732647
341,1,0.005,0.8190033510233036
341,1,0.01,0.9675210965827894
341,1,0.05,0.9999999746633377
342,1,0.0001,0.03362344294878028
342,1,0.0005,0.15721446839470177
342,1,0.001,0.2897733354753914
342,1,0.005,0.8199083342681871
342,1,0.01,0.9678458856169615
342,1,0.05,0.9999999759301708
343,1,0.0001,0.03372008060448539
343,1,0.0005,0.15763586116050443
343,1,0.001,0.290483562139916
343,1,0.005,0.8208087925968461
343,1,0.01,0.9681674267607919
343,1,0.05,0.9999999771336623
344,1,0.0001,0.03381670859642494
344,1,0.0005,0.1580570432299242
344,1,0.001,0.2911930785777761
344,1,0.005,0.8217047486338619
344,1,0.01,0.968485752493184
344,1,0.05,0.9999999782769792
345,1,0.0001,0.03391332692556537
345,1,0.0005,0.15847801470830924
345,1,0.001,0.2919018854991984
345,1,0.005,0.8225962248906926
345,1,0.01,0.9688008949682522
345,1,0.05,0.9999999793631302
346,1,0.0001,0.0340099355928728
346,1,0.0005,0.15889877570095512
346,1,0.001,0.29260998361369916
346,1,0.005,0.8234832437662392
346,1,0.01,0.9691128860185697
346,1,0.05,0.9999999803949736
347,1,0.0001,0.034106534599313454
347,1,0.0005,0.15931932631310453
347,1,0.001,0.2933173736300855
347,1,0.005,0.824365827547408
347,1,0.01,0.969421757158384
347,1,0.05,0.9999999813752249
348,1,0.0001,0.034203123945853564
348,1,0.0005,0.159739666649948
348,1,0.001,0.29402405625645534
348,1,0.005,0.8252439984096709
348,1,0.01,0.9697275395868001
348,1,0.05,0.9999999823064637
349,1,0.0001,0.03429970363345891
349,1,0.0005,0.16015979681662307
349,1,0.001,0.2947300322001989
349,1,0.005,0.8261177784176226
349,1,0.01,0.9700302641909321
349,1,0.05,0.9999999831911406
350,1,0.0001,0.03439627366309561
350,1,0.0005,0.1605797169182147
350,1,0.001,0.29543530216799874
350,1,0.005,0.8269871895255344
350,1,0.01,0.9703299615490228
350,1,0.05,0.9999999840315835
351,1,0.0001,0.034492834035729336
351,1,0.0005,0.16099942705975567
351,1,0.001,0.2961398668658307
351,1,0.005,0.8278522535779067
351,1,0.01,0.9706266619335325
351,1,0.05,0.9999999848300043
352,1,0.0001,0.03458938475232576
352,1,0.0005,0.16141892734622576
352,1,0.001,0.2968437269989649
352,1,0.005,0.8287129923100172
352,1,0.01,0.9709203953141973
352,1,0.05,0.9999999855885041
353,1,0.0001,0.03468592581385055
353,1,0.0005,0.1618382178825527
353,1,0.001,0.2975468832719659
353,1,0.005,0.8295694273484671
353,1,0.01,0.9712111913610553
353,1,0.05,0.9999999863090789
354,1,0.0001,0.03478245722126916
354,1,0.0005,0.1622572987736114
354,1,0.001,0.2982493363886939
354,1,0.005,0.8304215802117247
354,1,0.01,0.9714990794474447
354,1,0.05,0.999999986993625
355,1,0.0001,0.03487897897554704
355,1,0.0005,0.16267617012422453
355,1,0.001,0.2989510870523052
355,1,0.005,0.8312694723106662
355,1,0.01,0.9717840886529703
355,1,0.05,0.9999999876439437
356,1,0.0001,0.03497549107764941
356,1,0.0005,0.16309483203916242
356,1,0.001,0.299652135965253
356,1,0.005,0.8321131249491128
356,1,0.01,0.9720662477664406
356,1,0.05,0.9999999882617465
357,1,0.0001,0.03507199352854162
357,1,0.0005,0.16351328462314285
357,1,0.001,0.3003524838292877
357,1,0.005,0.8329525593243673
357,1,0.01,0.9723455852887761
357,1,0.05,0.9999999888486593
358,1,0.0001,0.035168486329188786
358,1,0.0005,0.16393152798083133
358,1,0.001,0.3010521313454584
358,1,0.005,0.8337877965277455
358,1,0.01,0.9726221294358884
358,1,0.05,0.9999999894062263
359,1,0.0001,0.03526496948055591
359,1,0.0005,0.16434956221684083
359,1,0.001,0.3017510792141129
359,1,0.005,0.8346188575451068
359,1,0.01,0.9728959081415295
359,1,0.05,0.999999989935915
360,1,0.0001,0.03536144298360788
360,1,0.0005,0.1647673874357325
360,1,0.001,0.3024493281348989
360,1,0.005,0.8354457632573812
360,1,0.01,0.9731669490601143
360,1,0.05,0.9999999904391192
361,1,0.0001,0.035457906839309494
361,1,0.0005,0.1651850037420146
361,1,0.001,0.30314687880676394
361,1,0.005,0.8362685344410943
361,1,0.01,0.973435279569513
361,1,0.05,0.9999999909171632
362,1,0.0001,0.03555436104862553
362,1,0.0005,0.16560241124014363
362,1,0.001,0.3038437319279572
362,1,0.005,0.8370871917688888
362,1,0.01,0.9737009267738179
362,1,0.05,0.999999991371305
363,1,0.0001,0.03565080561252065
363,1,0.0005,0.16601961003452348
363,1,0.001,0.3045398881960292
363,1,0.005,0.8379017558100443
363,1,0.01,0.9739639175060798
363,1,0.05,0.9999999918027398
364,1,0.0001,0.035747240531959434
364,1,0.0005,0.16643660022950624
364,1,0.001,0.30523534830783317
364,1,0.005,0.8387122470309941
364,1,0.01,0.974224278331019
364,1,0.05,0.9999999922126028
365,1,0.0001,0.03584366580790621
365,1,0.0005,0.16685338192939148
365,1,0.001,0.3059301129595253
365,1,0.005,0.8395186857958392
365,1,0.01,0.9744820355477087
365,1,0.05,0.9999999926019727
366,1,0.0001,0.03594008144132543
366,1,0.0005,0.1672699552384268
366,1,0.001,0.3066241828465658
366,1,0.005,0.8403210923668599
366,1,0.01,0.9747372151922317
366,1,0.05,0.999999992971874
367,1,0.0001,0.03603648743318133
367,1,0.0005,0.16768632026080765
367,1,0.001,0.30731755866371924
367,1,0.005,0.8411194869050257
367,1,0.01,0.9749898430403093
367,1,0.05,0.9999999933232804
368,1,0.0001,0.03613288378443802
368,1,0.0005,0.16810247710067716
368,1,0.001,0.3080102411050556
368,1,0.005,0.8419138894705005
368,1,0.01,0.9752399446099063
368,1,0.05,0.9999999936571163
369,1,0.0001,0.03622927049605951
369,1,0.0005,0.16851842586212684
369,1,0.001,0.30870223086395043
369,1,0.005,0.842704320023148
369,1,0.01,0.9754875451638072
369,1,0.05,0.9999999939742605
370,1,0.0001,0.03632564756900991
370,1,0.0005,0.1689341666491958
370,1,0.001,0.30939352863308656
370,1,0.005,0.8434907984230323
370,1,0.01,0.9757326697121691
370,1,0.05,0.9999999942755475
371,1,0.0001,0.03642201500425302
371,1,0.0005,0.1693496995658712
371,1,0.001,0.31008413510445343
371,1,0.005,0.8442733444309172
371,1,0.01,0.9759753430150475
371,1,0.05,0.9999999945617701
372,1,0.0001,0.03651837280275261
372,1,0.0005,0.16976502471608823
372,1,0.001,0.31077405096934896
372,1,0.005,0.8450519777087625
372,1,0.01,0.976215589584897
372,1,0.05,0.9999999948336816
373,1,0.0001,0.03661472096547236
373,1,0.0005,0.17018014220373023
373,1,0.001,0.3114632769183796
373,1,0.005,0.8458267178202187
373,1,0.01,0.976453433689048
373,1,0.05,0.9999999950919976
374,1,0.0001,0.03671105949337583
374,1,0.0005,0.17059505213262838
374,1,0.001,0.3121518136414613
374,1,0.005,0.8465975842311176
374,1,0.01,0.9766888993521575
374,1,0.05,0.9999999953373977
375,1,0.0001,0.036807388387426476
375,1,0.0005,0.1710097546065621
375,1,0.001,0.31283966182781986
375,1,0.005,0.8473645963099621
375,1,0.01,0.9769220103586359
375,1,0.05,0.9999999955705278
376,1,0.0001,0.03690370764858775
376,1,0.0005,0.17142424972925874
376,1,0.001,0.31352682216599204
376,1,0.005,0.8481277733284123
376,1,0.01,0.9771527902550496
376,1,0.05,0.9999999957920014
377,1,0.0001,0.03700001727782287
377,1,0.0005,0.17183853760439416
377,1,0.001,0.314213295343826
377,1,0.005,0.8488871344617702
377,1,0.01,0.9773812623524991
377,1,0.05,0.9999999960024013
378,1,0.0001,0.03709631727609508
378,1,0.0005,0.1722526183355919
378,1,0.001,0.31489908204848216
378,1,0.005,0.8496426987894613
378,1,0.01,0.9776074497289741
378,1,0.05,0.9999999962022812
379,1,0.0001,0.03719260764436749
379,1,0.0005,0.17266649202642415
379,1,0.001,0.31558418296643365
379,1,0.005,0.8503944852955141
379,1,0.01,0.9778313752316844
379,1,0.05,0.9999999963921672
380,1,0.0001,0.037288888383603
380,1,0.0005,0.17308015878041094
380,1,0.001,0.31626859878346725
380,1,0.005,0.8511425128690364
380,1,0.01,0.9780530614793675
380,1,0.05,0.9999999965725588
381,1,0.0001,0.03738515949476462
381,1,0.0005,0.17349361870102076
381,1,0.001,0.31695233018468383
381,1,0.005,0.8518868003046913
381,1,0.01,0.9782725308645739
381,1,0.05,0.9999999967439309
382,1,0.0001,0.03748142097881524
382,1,0.0005,0.1739068718916702
382,1,0.001,0.31763537785449913
382,1,0.005,0.8526273663031678
382,1,0.01,0.9784898055559281
382,1,0.05,0.9999999969067344
383,1,0.0001,0.03757767283671731
383,1,0.0005,0.17431991845572437
383,1,0.001,0.31831774247664457
383,1,0.005,0.8533642294716519
383,1,0.01,0.9787049075003689
383,1,0.05,0.9999999970613976
384,1,0.0001,0.03767391506943363
384,1,0.0005,0.1747327584964965
384,1,0.001,0.318999424734168
384,1,0.005,0.8540974083242937
384,1,0.01,0.9789178584253652
384,1,0.05,0.9999999972083278
385,1,0.0001,0.037770147677926746
385,1,0.0005,0.17514539211724822
385,1,0.001,0.31968042530943375
385,1,0.005,0.8548269212826722
385,1,0.01,0.9791286798411115
385,1,0.05,0.9999999973479113
386,1,0.0001,0.0378663706631589
386,1,0.0005,0.17555781942118964
386,1,0.001,0.32036074488412436
386,1,0.005,0.8555527866762589
386,1,0.01,0.9793373930427004
386,1,0.05,0.9999999974805158
387,1,0.0001,0.03796258402609254
387,1,0.0005,0.17597004051147902
387,1,0.001,0.3210403841392402
387,1,0.005,0.8562750227428776
387,1,0.01,0.9795440191122734
387,1,0.05,0.9999999976064899
388,1,0.0001,0.038058787767690005
388,1,0.0005,0.17638205549122332
388,1,0.001,0.32171934375510103
388,1,0.005,0.8569936476291632
388,1,0.01,0.9797485789211506
388,1,0.05,0.9999999977261655
389,1,0.0001,0.0381549818889132
389,1,0.0005,0.17679386446347767
389,1,0.001,0.3223976244113459
389,1,0.005,0.8577086793910174
389,1,0.01,0.9799510931319392
389,1,0.05,0.9999999978398573
390,1,0.0001,0.038251166390724345
390,1,0.0005,0.177205467531246
390,1,0.001,0.32307522678693457
390,1,0.005,0.8584201359940623
390,1,0.01,0.9801515822006197
390,1,0.05,0.9999999979478643
391,1,0.0001,0.038347341274085234
391,1,0.0005,0.1776168647974803
391,1,0.001,0.3237521515601476
391,1,0.005,0.859128035314092
391,1,0.01,0.9803500663786135
391,1,0.05,0.9999999980504711
392,1,0.0001,0.03844350653995787
392,1,0.0005,0.17802805636508157
392,1,0.001,0.3244283994085875
392,1,0.005,0.8598323951375215
392,1,0.01,0.9805465657148275
392,1,0.05,0.9999999981479476
393,1,0.0001,0.038539662189303825
393,1,0.0005,0.178439042336899
393,1,0.001,0.32510397100917887
393,1,0.005,0.8605332331618339
393,1,0.01,0.9807411000576791
393,1,0.05,0.9999999982405502
394,1,0.0001,0.03863580822308488
394,1,0.0005,0.17884982281573059
394,1,0.001,0.3257788670381697
394,1,0.005,0.8612305669960247
394,1,0.01,0.9809336890571023
394,1,0.05,0.9999999983285227
395,1,0.0001,0.038731944642262595
395,1,0.0005,0.1792603979043227
395,1,0.001,0.3264530881711315
395,1,0.005,0.8619244141610447
395,1,0.01,0.9811243521665313
395,1,0.05,0.9999999984120965
396,1,0.0001,0.03882807144779843
396,1,0.0005,0.1796707677053706
396,1,0.001,0.32712663508296036
396,1,0.005,0.8626147920902394
396,1,0.01,0.981313108644866
396,1,0.05,0.9999999984914917
397,1,0.0001,0.03892418864065361
397,1,0.0005,0.1800809323215179
397,1,0.001,0.3277995084478774
397,1,0.005,0.8633017181297882
397,1,0.01,0.9814999775584173
397,1,0.05,0.9999999985669171
398,1,0.0001,0.039020296221789486
398,1,0.0005,0.18049089185535716
398,1,0.001,0.32847170893942956
398,1,0.005,0.8639852095391393
398,1,0.01,0.9816849777828331
398,1,0.05,0.9999999986385713
399,1,0.0001,0.03911639419216739
399,1,0.0005,0.1809006464094295
399,1,0.001,0.3291432372304901
399,1,0.005,0.8646652834914436
399,1,0.01,0.9818681280050049
399,1,0.05,0.9999999987066427
400,1,0.0001,0.03921248255274812
400,1,0.0005,0.18131019608622478
400,1,0.001,0.32981409399325967
400,1,0.005,0.8653419570739863
400,1,0.01,0.9820494467249548
400,1,0.05,0.9999999987713106
401,1,0.0001,0.039308561304492895
401,1,0.0005,0.18171954098818166
401,1,0.001,0.33048427989926643
401,1,0.005,0.8660152472886165
401,1,0.01,0.9822289522577052
401,1,0.05,0.999999998832745
402,1,0.0001,0.0394046304483624
402,1,0.0005,0.18212868121768755
402,1,0.001,0.3311537956193671
402,1,0.005,0.8666851710521734
402,1,0.01,0.9824066627351282
402,1,0.05,0.9999999988911078
403,1,0.0001,0.03950068998531753
403,1,0.0005,0.1825376168770787
403,1,0.001,0.33182264182374777
403,1,0.005,0.8673517451969125
403,1,0.01,0.9825825961077769
403,1,0.05,0.9999999989465524
404,1,0.0001,0.03959673991631907
404,1,0.0005,0.18294634806864019
404,1,0.001,0.332490819181924
404,1,0.005,0.8680149864709279
404,1,0.01,0.9827567701466992
404,1,0.05,0.9999999989992248
405,1,0.0001,0.03969278024232736
405,1,0.0005,0.18335487489460578
405,1,0.001,0.33315832836274206
405,1,0.005,0.8686749115385732
405,1,0.01,0.9829292024452322
405,1,0.05,0.9999999990492635
406,1,0.0001,0.0397888109643032
406,1,0.0005,0.18376319745715852
406,1,0.001,0.3338251700343793
406,1,0.005,0.8693315369808804
406,1,0.01,0.9830999104207798
406,1,0.05,0.9999999990968004
407,1,0.0001,0.0398848320832067
407,1,0.0005,0.18417131585842994
407,1,0.001,0.33449134486434495
407,1,0.005,0.869984879295976
407,1,0.01,0.983268911316572
407,1,0.05,0.9999999991419604
408,1,0.0001,0.03998084359999843
408,1,0.0005,0.1845792302005007
408,1,0.001,0.33515685351948066
408,1,0.005,0.870634954899496
408,1,0.01,0.9834362222034063
408,1,0.05,0.9999999991848624
409,1,0.0001,0.04007684551563839
409,1,0.0005,0.18498694058540044
409,1,0.001,0.33582169666596107
409,1,0.005,0.8712817801249987
409,1,0.01,0.9836018599813723
409,1,0.05,0.9999999992256192
410,1,0.0001,0.04017283783108683
410,1,0.0005,0.18539444711510777
410,1,0.001,0.33648587496929516
410,1,0.005,0.8719253712243736
410,1,0.01,0.9837658413815585
410,1,0.05,0.9999999992643382
411,1,0.0001,0.04026882054730374
411,1,0.0005,0.18580174989155018
411,1,0.001,0.3371493890943259
411,1,0.005,0.8725657443682517
411,1,0.01,0.983928182967743
411,1,0.05,0.9999999993011214
412,1,0.0001,0.04036479366524903
412,1,0.0005,0.1862088490166045
412,1,0.001,0.33781223970523155
412,1,0.005,0.8732029156464105
412,1,0.01,0.9840889011380655
412,1,0.05,0.9999999993360653
413,1,0.0001,0.04046075718588249
413,1,0.0005,0.18661574459209618
413,1,0.001,0.33847442746552636
413,1,0.005,0.8738369010681785
413,1,0.01,0.9842480121266849
413,1,0.05,0.999999999369262
414,1,0.0001,0.0405567111101639
414,1,0.0005,0.18702243671980012
414,1,0.001,0.33913595303806077
414,1,0.005,0.8744677165628376
414,1,0.01,0.984405532005418
414,1,0.05,0.9999999994007989
415,1,0.0001,0.04065265543905294
415,1,0.0005,0.1874289255014402
415,1,0.001,0.33979681708502274
415,1,0.005,0.8750953779800233
415,1,0.01,0.9845614766853639
415,1,0.05,0.999999999430759
416,1,0.0001,0.04074859017350896
416,1,0.0005,0.1878352110386895
416,1,0.001,0.34045702026793767
416,1,0.005,0.8757199010901232
416,1,0.01,0.9847158619185102
416,1,0.05,0.999999999459221
417,1,0.0001,0.040844515314491625
417,1,0.0005,0.1882412934331701
417,1,0.001,0.3411165632476698
417,1,0.005,0.8763413015846726
417,1,0.01,0.9848687032993251
417,1,0.05,0.99999999948626
418,1,0.0001,0.040940430862960175
418,1,0.0005,0.1886471727864536
418,1,0.001,0.34177544668442206
418,1,0.005,0.8769595950767493
418,1,0.01,0.9850200162663318
418,1,0.05,0.999999999511947
419,1,0.0001,0.04103633681987384
419,1,0.0005,0.18905284920006038
419,1,0.001,0.3424336712377377
419,1,0.005,0.8775747971013655
419,1,0.01,0.9851698161036685
419,1,0.05,0.9999999995363497
420,1,0.0001,0.04113223318619186
420,1,0.0005,0.18945832277546026
420,1,0.001,0.34309123756649995
420,1,0.005,0.8781869231158587
420,1,0.01,0.9853181179426318
420,1,0.05,0.9999999995595321
421,1,0.0001,0.041228119962873344
421,1,0.0005,0.18986359361407257
421,1,0.001,0.34374814632893347
421,1,0.005,0.8787959885002794
421,1,0.01,0.9854649367632056
421,1,0.05,0.9999999995815555
422,1,0.0001,0.04132399715087698
422,1,0.0005,0.19026866181726554
422,1,0.001,0.3444043981826045
422,1,0.005,0.8794020085577781
422,1,0.01,0.9856102873955734
422,1,0.05,0.9999999996024778
423,1,0.0001,0.04141986475116188
423,1,0.0005,0.1906735274863569
423,1,0.001,0.34505999378442187
423,1,0.005,0.8800049985149891
423,1,0.01,0.9857541845216177
423,1,0.05,0.9999999996223539
424,1,0.0001,0.041515722764686847
424,1,0.0005,0.19107819072261367
424,1,0.001,0.34571493379063745
424,1,0.005,0.8806049735224142
424,1,0.01,0.9858966426764015
424,1,0.05,0.9999999996412362
425,1,0.0001,0.041611571192410324
425,1,0.0005,0.19148265162725242
425,1,0.001,0.3463692188568468
425,1,0.005,0.8812019486548022
425,1,0.01,0.9860376762496376
425,1,0.05,0.9999999996591744
426,1,0.0001,0.041707410035291104
426,1,0.0005,0.19188691030143878
426,1,0.001,0.34702284963799
426,1,0.005,0.8817959389115281
426,1,0.01,0.9861772994871412
426,1,0.05,0.9999999996762157
427,1,0.0001,0.04180323929428753
427,1,0.0005,0.1922909668462881
427,1,0.001,0.34767582678835196
427,1,0.005,0.8823869592169704
427,1,0.01,0.9863155264922697
427,1,0.05,0.9999999996924048
428,1,0.0001,0.04189905897035817
428,1,0.0005,0.19269482136286498
428,1,0.001,0.34832815096156367
428,1,0.005,0.8829750244208856
428,1,0.01,0.9864523712273471
428,1,0.05,0.9999999997077846
429,1,0.0001,0.04199486906446115
429,1,0.0005,0.1930984739521835
429,1,0.001,0.34897982281060214
429,1,0.005,0.8835601492987811
429,1,0.01,0.9865878475150736
429,1,0.05,0.9999999997223954
430,1,0.0001,0.042090669577554696
430,1,0.0005,0.19350192471520744
430,1,0.001,0.34963084298779146
430,1,0.005,0.8841423485522872
430,1,0.01,0.9867219690399228
430,1,0.05,0.9999999997362756
431,1,0.0001,0.042186460510596935
431,1,0.0005,0.19390517375284977
431,1,0.001,0.3502812121448037
431,1,0.005,0.8847216368095259
431,1,0.01,0.9868547493495237
431,1,0.05,0.9999999997494619
432,1,0.0001,0.04228224186454588
432,1,0.0005,0.19430822116597335
432,1,0.001,0.3509309309326589
432,1,0.005,0.8852980286254782
432,1,0.01,0.9869862018560284
432,1,0.05,0.9999999997619887
433,1,0.0001,0.042378013640359424
433,1,0.0005,0.19471106705539043
433,1,0.001,0.3515800000017263
433,1,0.005,0.8858715384823508
433,1,0.01,0.987116339837468
433,1,0.05,0.9999999997738893
434,1,0.0001,0.042473775838995365
434,1,0.0005,0.19511371152186274
434,1,0.001,0.3522284200017245
434,1,0.005,0.8864421807899391
434,1,0.01,0.9872451764390934
434,1,0.05,0.9999999997851948
435,1,0.0001,0.04256952846141149
435,1,0.0005,0.19551615466610173
435,1,0.001,0.3528761915817228
435,1,0.005,0.8870099698859893
435,1,0.01,0.9873727246747025
